_id,INSEGNA,CLASSIFICAZIONE,INDIRIZZO,MUNICIPIO,TIPOLOGIA ESERCIZIO,SINGOLE,DOPPIE,TRIPLE,QUADRUPLE,QUINTUPLE,TOTALE CAMERE,POSTI LETTO
1903,FOUR RIVERS SUITES,2,"CORSO VITTORIO EMANUELE II, 173",Municipio I (ex Mun I),Affittacamere,1,5,,,,"",11
1904,FOUR SEASONS,3,"VIA CARLO CATTANEO, 23",Municipio I (ex Mun I),Affittacamere,,,,1,2,"",14
1905,FOUR SUITES ROMA CENTER,3,"VIA RASELLA, 53",Municipio I (ex Mun I),Affittacamere,,3,,1,,"",10
1906,FRADA,3,"VIA PRINCIPE AMEDEO, 165",Municipio I (ex Mun I),Affittacamere,,1,2,,,"",8
1907,FRAME,3,"VIA DEI GRACCHI, 81",Municipio I (ex Mun XVII),Affittacamere,1,3,,,,"",7
1908,FRANCESCO SUITE GUEST HOUSE,3,"VIA RATTAZZI, 57",Municipio I (ex Mun I),Affittacamere,,3,,,,"",6
1909,FRANCESCO SUITE GUEST HOUSE,3,"VIA RATTAZZI, 57",Municipio I (ex Mun I),Affittacamere,,3,,,,"",6
1910,FRATTINA 122,3,"VIA FRATTINA, 122",Municipio I (ex Mun I),Affittacamere,1,2,1,,,"",8
1911,FREEDOM TRAVELER,2,"VIA GAETA, 23",Municipio I (ex Mun I),Affittacamere,,2,4,,,"",16
1912,FREEDOM TRAVELLER,3,"VIA GAETA, 29",Municipio I (ex Mun I),Affittacamere,1,3,,,,"",7
1913,FRIEND SHIP PALACE,3,"VIA MILAZZO, 14",Municipio I (ex Mun I),Affittacamere,,,6,,,"",18
1914,FRIENDS FLATS,3,"VIA NAPOLEONE III, 58",Municipio I (ex Mun I),Affittacamere,,4,2,,,"",14
1915,FRIENDS FLATS ROME,3,"VIA NAPOLEONE III, 58",Municipio I (ex Mun I),Affittacamere,,3,2,,,"",12
1916,FRIENDSHIP PLACE,3,"VIA DEI MILLE, 41",Municipio I (ex Mun I),Affittacamere,,1,3,,,"",11
1917,FRUIT ROOMS,3,"VIA CALATAFIMI, 18",Municipio I (ex Mun I),Affittacamere,3,1,,,,"",5
1918,FUNNY HOLIDAY,3,"VIA VARESE, 31",Municipio I (ex Mun I),Affittacamere,,,2,1,,"",10
1919,FUNNY INN,3,"VIA DEL CASTRO PRETORIO, 42",Municipio I (ex Mun I),Affittacamere,,,1,,1,"",8
1920,FUNNY PALACE,3,"VIA VARESE, 31",Municipio I (ex Mun I),Affittacamere,,4,2,,,"",14
1921,FUNNY PLACE,3,"VIA DEL CASTRO PRETORIO, 28",Municipio I (ex Mun I),Affittacamere,,1,2,,1,"",13
1922,GAIA SWEET HOME,3,"VIA CAVOUR, 136",Municipio I (ex Mun I),Affittacamere,1,3,,,,"",7
1923,GALAXY,3,"VIA DEI MILLE, 41/A",Municipio I (ex Mun I),Affittacamere,1,3,,,,"",7
1924,GALLES TWO,3,"VIALE CASTRO PRETORIO, 64",Municipio I (ex Mun I),Affittacamere,1,5,,,,"",11
1925,GANDINI MARIA,1,"PIAZZA MANFREDO FANTI, 5",Municipio I (ex Mun I),Affittacamere,,5,1,,,"",13
1926,GANDINI SUITE,2,"PIAZZA MANFREDO FANTI, 5",Municipio I (ex Mun I),Affittacamere,1,3,,,,"",7
1927,GARDEN GROVE,3,"VIA GAETA, 23",Municipio I (ex Mun I),Affittacamere,,,2,1,,"",10
1928,GARDENIA SUITE,3,"CIRCONVALLAZIONE CLODIA, 36",Municipio I (ex Mun XVII),Affittacamere,,4,1,,,"",11
1929,GARIBALDI SUITES,3,"VIA DELLE CARROZZE, 60",Municipio I (ex Mun I),Affittacamere,,4,,,,"",8
1930,GAUDI',3,"VIA CARLO ALBERTO, 13",Municipio I (ex Mun I),Affittacamere,1,2,,,,"",5
1931,GEMINI SUITE,3,"VIA DELLA TENUTA DI S. AGATA, 15",Municipio XIV (ex Mun XIX),Affittacamere,,2,,,,"",4
1932,GENIUS LOCI,3,"VIA FIRENZE, 38",Municipio I (ex Mun I),Affittacamere,1,1,,,,"",3
1933,GENNY ROOMS PIAZZA DI SPAGNA,3,"VIA DELLA CROCE, 20",Municipio I (ex Mun I),Affittacamere,1,1,2,,,"",9
1934,GENOVA GUEST HOUSE,3,"VIA GENOVA, 30",Municipio I (ex Mun I),Affittacamere,3,1,,,,"",5
1935,GENS LUXURY SUITES,3,"VIA GIUSEPPE ZANARDELLI, 20",Municipio I (ex Mun I),Affittacamere,,5,,,,"",10
1936,GENTILE HOUSE,3,"VIA ENRICO CIALDINI, 14",Municipio I (ex Mun I),Affittacamere,,3,,,,"",6
1937,GIALEL,2,"VIA ROMAGNA, 14",Municipio I (ex Mun I),Affittacamere,2,2,2,,,"",12
1938,GIANICOLO & TRASTEVERE,3,"VIA DELLE FRATTE DI TRASTEVERE, 51",Municipio I (ex Mun I),Affittacamere,,1,,,,"",2
1939,GIANLUCA,3,"VIA VENTI SETTEMBRE, 95",Municipio I (ex Mun I),Affittacamere,3,3,,,,"",9
1940,GIARDINETTI,3,"VIA DI GIARDINETTI, 39/C",Municipio VI (ex Mun VIII),Affittacamere,1,2,,1,,"",9
1941,GIGLI D'ORO SUITE,1,"VIA DEI GIGLI D'ORO, 12",Municipio I (ex Mun I),Affittacamere,,5,1,,,"",13
1942,GIGLIO GUEST HOUSE,3,"VIA DEI LUCCHESI, 29",Municipio I (ex Mun I),Affittacamere,1,3,2,,,"",13
1943,GIOIA,2,"VIA VITTORIO AMEDEO II, 20",Municipio I (ex Mun I),Affittacamere,,3,2,,,"",12
1944,GIOLITTI ROOMS 255,3,"VIA GIOVANNI GIOLITTI, 255",Municipio I (ex Mun I),Affittacamere,,4,,,,"",8
1945,GIORGIO,3,"VIA DI BRAVETTA, 91",Municipio XII (ex Mun XVI),Affittacamere,4,1,,,,"",6
1946,GIORNI A ROMA,3,"VIA MODENA, 47",Municipio I (ex Mun I),Affittacamere,,4,,,,"",8
1947,GIOVY,3,"VIA PRINCIPE AMEDEO, 85/A",Municipio I (ex Mun I),Affittacamere,1,5,,,,"",11
1948,GIRASOLE DI ZHANG LEI,3,"VIA RICASOLI, 7",Municipio I (ex Mun I),Affittacamere,2,3,,,,"",8
1949,GISA ROOMS,3,"VIA MAGENTA, 24",Municipio I (ex Mun I),Affittacamere,,1,1,,,"",5
1950,GISA ROOMS 2,3,"VIA MARGHERA, 49",Municipio I (ex Mun I),Affittacamere,,1,,1,,"",6
1951,GIUBILEO ACCOMODATION,3,"VIA DI CASTEL GIUBILEO, 5",Municipio III (ex Mun IV),Affittacamere,2,2,2,,,"",12
1952,GIULIA TOWN HOUSE,2,"LUNGOTEVERE DEI TEBALDI, 4",Municipio I (ex Mun I),Affittacamere,1,1,,1,,"",7
1953,GIULIA 93 GUEST HOUSE,3,"VIA GIULIA, 93",Municipio I (ex Mun I),Affittacamere,1,3,,,,"",7
1954,GLADIOS,3,"VIA PRINCIPE EUGENIO, 106",Municipio I (ex Mun I),Affittacamere,1,4,,,,"",9
1955,GLAMOUR CENTER OF ROME,3,"VIA LUCREZIO CARO, 50",Municipio I (ex Mun XVII),Affittacamere,,3,,,,"",6
1956,GLATIMIA,2,"VIA CAIO MARIO, 14/A",Municipio I (ex Mun XVII),Affittacamere,,3,,,,"",6
1957,GLI ARTISTI,3,"VIA DEGLI SCIPIONI, 53",Municipio I (ex Mun XVII),Affittacamere,1,1,1,,,"",6
1958,GLORIA'S HOUSE IN ROME,3,"VIA NOMENTANA, 160",Municipio III (ex Mun IV),Affittacamere,2,3,,,,"",8
1959,GOLDEN CAMERE,2,"VIA SISTINA, 37",Municipio I (ex Mun I),Affittacamere,1,4,,,,"",9
1960,GOLDEN DOME COLOSSEUM,2,"VIA EMANUELE FILIBERTO, 191","",Affittacamere,2,,,,,"",2
1961,GONFALONE 6,2,"VIA DEL GONFALONE, 6",Municipio I (ex Mun I),Affittacamere,1,3,,,,"",7
1962,GOOD ROME,2,"VIA PRINCIPE AMEDEO, 102",Municipio I (ex Mun I),Affittacamere,,2,1,,,"",7
1963,GORDON,2,"PIAZZA DEL PIGNETO, 15",Municipio V (ex Mun VI),Affittacamere,2,2,2,,,"",12
1964,GRAN TOUR - ROMA,3,"VIA SEBASTIANO ZIANI, 29",Municipio I (ex Mun XVII),Affittacamere,,2,,,,"",4
1965,GRAVINA ROOMS SAN PIETRO,2,"VIA GERMANICO, 162/C",Municipio I (ex Mun XVII),Affittacamere,,5,1,,,"",13
1966,GRAVINIA SUITE FRATTINA,3,"VIA FRATTINA, 52",Municipio I (ex Mun I),Affittacamere,,3,1,,,"",9
1967,GRAZIELLA,3,"VIA CASTELFIDARDO, 4",Municipio I (ex Mun I),Affittacamere,1,3,1,,,"",10
1968,GREGORIO VII LUXURY SUITES,2,"VIA GREGORIO VII, 407",Municipio XIII (ex Mun XVIII),Affittacamere,,4,,,,"",8
1969,GREGORIO VII ROOMS,3,"VIA GREGORIO VII, 407",Municipio XIII (ex Mun XVIII),Affittacamere,3,2,,,,"",7
1970,GREGORIUS CLOSE TO ST. PETER,2,"VIA GREGORIO VII, 396",Municipio I (ex Mun XVII),Affittacamere,,4,1,,,"",11
1971,GREGORY PLACE,2,"VIA GREGORIO VII, 186",Municipio XIII (ex Mun XVIII),Affittacamere,,3,3,,,"",15
1972,GREY & WHITE,2,"VIA CARLO CATTANEO, 15",Municipio I (ex Mun I),Affittacamere,,3,,,,"",6
1973,GRIFO NEL BOSCHETTO,3,"VIA DEL BOSCHETTO, 87",Municipio I (ex Mun I),Affittacamere,2,1,,,,"",4
1974,GRILLO HOUSE,2,"VIA DEGLI IBERNESI, 12",Municipio I (ex Mun I),Affittacamere,,2,,,,"",4
1975,GUERRINI EDEN,3,"VIA GIOVANNI GIOLITTI, 213",Municipio I (ex Mun I),Affittacamere,,2,1,,,"",7
1976,GUEST HAUS PRAETORIUM,3,"VIALE CASTRO PRETORIO, 28",Municipio I (ex Mun I),Affittacamere,,3,,1,,"",10
1977,GUEST HOUSE ARCO DE' TOLOMEI,3,"VIA DELL'ARCO DE' TOLOMEI, 27",Municipio I (ex Mun I),Affittacamere,,4,1,,,"",11
1978,GUEST HOUSE GLAMOUR ROME,3,"VIA GENZANO, 128",Municipio VII (ex Mun IX),Affittacamere,1,1,,,,"",3
1979,GUEST HOUSE IL GONG,3,"VIA APUANIA, 6/8",Municipio II (ex Mun III),Affittacamere,,2,,1,,"",8
1980,GUEST HOUSE IULIA,2,"VIA COLA DI RIENZO, 217",Municipio I (ex Mun XVII),Affittacamere,,3,,1,,"",10
1981,GUEST HOUSE MONTECITORIO,2,"VIA DELLE CONVERTITE, 5",Municipio I (ex Mun I),Affittacamere,,6,,,,"",12
1982,GUEST HOUSE ROME,2,"VIA GIORGIO SCALIA, 19",Municipio I (ex Mun XVII),Affittacamere,,1,,,,"",2
1983,GUEST HOUSE ROME,3,"VIA ENRICO CIALDINI, 14",Municipio I (ex Mun I),Affittacamere,0,2,1,,,"",7
1984,GUEST HOUSE SAN PETER - non abilitata,3,"VIA GREGORIO VII, 221",Municipio XIII (ex Mun XVIII),Affittacamere,,2,1,,,"",7
1985,GUEST HOUSE TRASTEVERE,3,"VIA GIOVANNI DA CASTEL BOLOGNESE, 30",Municipio XII (ex Mun XVI),Affittacamere,2,1,,,,"",4
1986,GUEST VATICAN TOWN,3,"VIA CATONE, 34",Municipio I (ex Mun XVII),Affittacamere,,5,,,,"",10
1987,GUESTHOUSE CAMPO DE' FIORI,2,"VIA DEI PETTINARI, 73",Municipio I (ex Mun I),Affittacamere,1,2,,,1,"",10
1988,GUESTHOUSE FLOWERS,2,"VIA DELLE ZOCCOLETTE, 30",Municipio I (ex Mun I),Affittacamere,,1,2,1,,"",12
1989,GUESTHOUSE MONTEBELLO47,3,"VIA MONTEBELLO, 47",Municipio I (ex Mun I),Affittacamere,,4,,,,"",8
1990,GUESTHOUSE SANT'ANGELO,2,"VIA PIETRO DELLA VALLE, 2",Municipio I (ex Mun XVII),Affittacamere,,5,,,,"",10
1991,GUGLIELMO MARCONI HOUSE,3,"VIALE GUGLIELMO MARCONI, 46",Municipio XII (ex Mun XVI),Affittacamere,2,1,,,,"",4
1992,GULLIVER'S LODGE,2,"VIA CAVOUR, 101",Municipio I (ex Mun I),Affittacamere,1,1,1,,,"",6
1993,GUMSEONG,3,"VIA PRINCIPE AMEDEO, 307",Municipio I (ex Mun I),Affittacamere,,1,3,,,"",11
1994,HAPPY,2,"VIA NAZIONALE, 230",Municipio I (ex Mun I),Affittacamere,2,4,,,,"",10
1995,HAPPY DAYS,1,"VIA ARTURO ROSSATO, 19",Municipio XV (ex Mun XX),Affittacamere,1,3,,,,"",7
1996,HAPPY DAYS IN ROME,3,"VIA COLA DI RIENZO, 217",Municipio I (ex Mun XVII),Affittacamere,,3,3,,,"",15
1997,HAPPY FRIENDS,2,"VIA CASILINA VECCHIA, 6",Municipio VII (ex Mun IX),Affittacamere,2,2,,,,"",6
1998,HEART OF ROME ROOMS,2,"PIAZZA PIO XI, 78",Municipio XIII (ex Mun XVIII),Affittacamere,,5,,,,"",10
1999,HELLO KITTY,3,"PIAZZA MANFREDO FANTI, 22",Municipio I (ex Mun I),Affittacamere,,3,,,,"",6
2000,HIP SUITES,2,"VIA DELLA LUNGARETTA, 88",Municipio I (ex Mun I),Affittacamere,,3,3,,,"",15
2001,HISTORY SUITE,3,"VIA FLORIDA, 20",Municipio I (ex Mun I),Affittacamere,,5,,,,"",10
2002,HL TERMINI,3,"VIA MARSALA, 80",Municipio I (ex Mun I),Affittacamere,,1,2,,,"",8
2003,HOLD ROME,2,"VIA PRINCIPE AMEDEO, 128",Municipio I (ex Mun I),Affittacamere,,2,1,,,"",7
2004,HOLIDAY A SAN PIETRO,3,"VIA CARDINAL AGLIARDI, 15",Municipio XIII (ex Mun XVIII),Affittacamere,1,4,,,,"",9
2005,HOLIDAY AND ROME,3,"PIAZZA TOMMASO DE CRISTOFORIS, 6",Municipio IV (ex Mun V),Affittacamere,,4,1,,,"",11
2006,HOLIDAY AND ROME PINCIO,3,"VIA TIBURTINA, 528",Municipio III (ex Mun IV),Affittacamere,,1,,,,"",2
2007,HOLIDAYS ROOMS ROME,3,"VIA DEGLI SCIPIONI, 135",Municipio I (ex Mun XVII),Affittacamere,2,3,,,,"",8
2008,HOLIDAYS S. LORENZO GUEST HOUSE,3,"VIA DEI RETI, 58/A",Municipio II (ex Mun III),Affittacamere,,4,,,,"",8
2009,HOLIDAYS S. LORENZO GUEST HOUSE NEW,3,"VIA DEI RETI, 58/B",Municipio II (ex Mun III),Affittacamere,1,3,,,,"",7
2010,HOME AT ROME,3,"VIA DELLA GIULIANA, 80",Municipio I (ex Mun XVII),Affittacamere,1,4,,,,"",9
2011,HOME FRIENDS LI,3,"VIA EMANUELE FILIBERTO, 207",Municipio I (ex Mun I),Affittacamere,,3,1,,,"",9
2012,HOME SUITE NAVONA,3,"PIAZZA NAVONA, 71",Municipio I (ex Mun I),Affittacamere,,3,,,,"",6
2013,HOME SUITE PANTHEON,3,"VIA DELLA PALOMBELLA, 38",Municipio I (ex Mun I),Affittacamere,1,1,,1,,"",7
2014,HOME SUITE ROME,3,"PIAZZA DEL TEATRO DI POMPEO, 19",Municipio I (ex Mun I),Affittacamere,,3,,,,"",6
2015,HOME TOWN,3,"VIA SICILIA, 153",Municipio I (ex Mun I),Affittacamere,1,4,,,,"",9
2016,HOME TOWN SUITES,2,"VIA SICILIA, 153",Municipio I (ex Mun I),Affittacamere,1,3,,,,"",7
2017,HOME UNDER THE DOME,2,"VIALE DELLE MURA AURELIE, 7/C",Municipio XIII (ex Mun XVIII),Affittacamere,,4,,,,"",8
2018,HOME 57 RELAIS,2,"PIAZZA DEI RE DI ROMA, 57",Municipio VII (ex Mun IX),Affittacamere,,3,,,,"",6
2019,HOME 77,2,"VIA NOMENTANA, 77",Municipio II (ex Mun II),Affittacamere,2,3,,,,"",8
2020,HONEY ROOMS,2,"VIA ANTON GIULIO BARRILI, 18",Municipio XII (ex Mun XVI),Affittacamere,,2,1,,,"",7
2021,HONG YINGHUA - non abilitata,3,"VIA FILIPPO TURATI, 107",Municipio I (ex Mun I),Affittacamere,2,1,,,,"",7
2022,HOSPITALES DEL PELLEGRINO - TRASTEVERE,3,"VIA ETTORE ROLLI, 30",Municipio XII (ex Mun XVI),Affittacamere,,2,,,,"",4
2023,HOSTELROMA,3,"VIA CALATAFIMI, 41",Municipio I (ex Mun I),Affittacamere,,3,,1,,"",10
2024,HOTELLERIE ROMADUE,3,"VIA SARDEGNA, 55",Municipio I (ex Mun I),Affittacamere,,2,2,,,"",10
2025,HOUSE IN ROME DOMUS ROMANA,3,"CIRCONVALLAZIONE CLODIA, 165","",Affittacamere,1,3,,,,"",7
2026,HOUSE LOFT ROME,3,"VIA ARENULA, 41",Municipio I (ex Mun I),Affittacamere,1,3,1,,,"",10
2027,HOUSE MONTI 1875,2,"VIA DEI SERPENTI, 164",Municipio I (ex Mun I),Affittacamere,1,3,,,,"",7
2028,HQH COLOSSEO,3,"VIA DEI SERPENTI, 6",Municipio I (ex Mun I),Affittacamere,3,2,1,,,"",10
2029,HQH TREVI,3,"VIA FRANCESCO CRISPI, 10",Municipio I (ex Mun I),Affittacamere,,4,2,,,"",14
2030,HSM APARTMENT,2,"VIA VICENZA, 56",Municipio I (ex Mun I),Affittacamere,,6,,,,"",12
2031,HSM HOUSE,2,"VIA VICENZA, 56",Municipio I (ex Mun I),Affittacamere,,4,,,,"",8
2032,HUB NAVONA,1,"VIA DI S. MARIA DELL'ANIMA, 16",Municipio I (ex Mun I),Affittacamere,,1,2,,,"",14
2033,I DORMIENTI,3,"VIA URBANA, 96",Municipio I (ex Mun I),Affittacamere,2,3,1,,,"",11
2034,I GIARDINI DEL QUIRINALE,1,"VIA FIRENZE, 43",Municipio I (ex Mun I),Affittacamere,2,2,,,,"",6
2035,I GIARDINI DI MINERVA,3,"VIA PIETRO GIANNONE, 28",Municipio I (ex Mun XVII),Affittacamere,,2,1,,,"",7
2036,I GRANAI DI SANTA PRASSEDE,2,"VIA DI S. PRASSEDE, 8",Municipio I (ex Mun I),Affittacamere,4,,,,,"",4
2037,I LOVE ITALY,3,"VIA EMANUELE FILIBERTO, 73",Municipio I (ex Mun I),Affittacamere,,4,,,,"",8
2038,I LOVE TERMINI,3,"VIA RATTAZZI, 65",Municipio I (ex Mun I),Affittacamere,4,1,,,,"",6
2039,I PINI DI ROMA ROOMS & SUITES,3,"VIA PISTOIA, 9",Municipio VII (ex Mun IX),Affittacamere,,4,,,,"",8
2040,I PRATI DI ROMA,3,"VIA DELLA GIULIANA, 68",Municipio I (ex Mun XVII),Affittacamere,1,2,,,,"",5
2041,I RIONI DI ROMA,3,"VIALE GIULIO CESARE, 47",Municipio I (ex Mun XVII),Affittacamere,,6,,,,"",12
2042,I ROOMS,3,"VIA VITTORIA, 32",Municipio I (ex Mun I),Affittacamere,2,1,2,,,"",10
2043,I ROOMS PANTHEON,3,"PIAZZA DEL GESU', 47",Municipio I (ex Mun I),Affittacamere,,3,2,1,,"",16
2044,I ROOMS RIPETTA,3,"VIA DI RIPETTA, 7",Municipio I (ex Mun I),Affittacamere,,4,2,,,"",14
2045,I TRE MOSCHETTIERI,3,"VICOLO SCIARRA, 61",Municipio I (ex Mun I),Affittacamere,,2,2,,,"",10
2046,I TRE PUPAZZI,3,"VIA DEI TRE PUPAZZI, 4",Municipio I (ex Mun XVII),Affittacamere,,4,,,,"",8
2047,IANUS,1,"VIA CAPRAROLA, 11",Municipio XV (ex Mun XX),Affittacamere,,6,,,,"",12
2048,IARUSSI RITA,2,"VIA CASTELFIDARDO, 78",Municipio I (ex Mun I),Affittacamere,3,2,,,,"",7
2049,IBH CONCEPT LUXURY SUITES,3,"VIA GIUSEPPE ZANARDELLI, 20",Municipio I (ex Mun I),Affittacamere,1,3,,,,"",7
2050,ICARUS INN,3,"VIA FOSCOLO, 17",Municipio I (ex Mun I),Affittacamere,1,2,,,,"",5
2051,IELASI CAMERE-ROOMS,3,"VIA NICANDRO, 35",Municipio V (ex Mun VII),Affittacamere,,5,,,,"",10
2052,IGIADIQU,2,"VIA FIRENZE, 43",Municipio I (ex Mun I),Affittacamere,2,2,,,,"",6
2053,IL CASALE DEGLI ANGELI,2,"VIA DELLA FONTANA SECCA, 131",Municipio IV (ex Mun V),Affittacamere,1,1,2,,,"",9
2054,IL CORSO,2,"VIA DELLA FONTANELLA, 4",Municipio I (ex Mun I),Affittacamere,1,4,,,,"",9
2055,IL CORSO SUITE,2,"CORSO VITTORIO EMANUELE II, 252",Municipio I (ex Mun I),Affittacamere,,4,1,,,"",11
2056,IL COVO,2,"VIA CIMARRA, 10",Municipio I (ex Mun I),Affittacamere,,2,,,,"",4
2057,IL FASCINO DI ROMA,2,"VIA FIRENZE, 25",Municipio I (ex Mun I),Affittacamere,2,2,,,,"",6
2058,IL FIENILE,2,"VIA DI S. PRASSEDE, 8",Municipio I (ex Mun I),Affittacamere,2,3,,,,"",8
2059,IL GATTOPARDO RELAIS,2,"VIALE GIULIO CESARE, 94",Municipio I (ex Mun XVII),Affittacamere,,5,1,,,"",13
2060,IL GIARDINO DEL VIAGGIATORE,3,"VIA GIOVANNI NICOTERA, 5",Municipio I (ex Mun XVII),Affittacamere,,3,,,,"",6
2061,IL GIARDINO DI DANIELA,3,"VIA PRINCIPE AMEDEO, 149",Municipio I (ex Mun I),Affittacamere,,3,1,,,"",9
2062,IL GIARDINO SEGRETO,2,"VIA VESPASIANO, 56",Municipio I (ex Mun XVII),Affittacamere,1,3,,,,"",7
2063,IL GLADIATORE,3,"VIA PELLEGRINO MATTEUCCI, 41",Municipio VIII (ex Mun XI),Affittacamere,2,3,,1,,"",12
2064,IL LIMONE NASCOSTO,2,"VIA GIOVANNI DE CALVI, 54",Municipio XII (ex Mun XVI),Affittacamere,,1,,,,"",2
2065,IL MONDO DI AMELIA,3,"VIA CARLO ALBERTO RACCHIA, 2",Municipio I (ex Mun XVII),Affittacamere,1,2,,,,"",5
2066,IL MULINO DI S.PRASSEDE,3,"VIA DI S. PRASSEDE, 8",Municipio I (ex Mun I),Affittacamere,,1,2,2,,"",16
2067,IL PALAZZETTO,2,"VICOLO DEL BOTTINO, 8",Municipio I (ex Mun I),Affittacamere,,4,,,,"",8
2068,IL PASSETTO,2,"PIAZZA DEL RISORGIMENTO, 55",Municipio I (ex Mun XVII),Affittacamere,,4,,,,"",8
2069,IL PICCOLO DI SANTA PRASSEDE,3,"VIA DI S. PRASSEDE, 8",Municipio I (ex Mun I),Affittacamere,1,2,,,,"",5
2070,IL PORTICO,1,"VIA CASILINA, 1108",Municipio VI (ex Mun VIII),Affittacamere,1,4,,,,"",9
2071,IL ROSMARINO NEL PARCO,3,"VIA DEL CASALE DELLA SERGETTA, 44",Municipio VIII (ex Mun XI),Affittacamere,2,1,,,,"",4
2072,IL ROSSO E IL BLU,3,"VIA ANGELO EMO, 24",Municipio XIII (ex Mun XVIII),Affittacamere,,2,,,,"",4
2073,IL SESTO SUITES CENTRAL,3,"VIA DANIELE MANIN, 69",Municipio VII (ex Mun IX),Affittacamere,,3,2,,,"",12
2074,IL TEMPIO DI MORFEO,2,"VIA MONTECRISTO, 4",Municipio III (ex Mun IV),Affittacamere,,1,1,1,,"",9
2075,IL VAGAMONDO,3,"VIA CATONE, 34",Municipio I (ex Mun XVII),Affittacamere,,2,,2,,"",12
2076,IL VITTORIANO,2,"VIA GIULIA, 141",Municipio I (ex Mun I),Affittacamere,,6,,,,"",12
2077,ILARIA GIORGI,2,"VIA LEONINA, 16",Municipio I (ex Mun XVII),Affittacamere,,4,,,,"",8
2078,IMMOBILIARE 2001,2,"VIA TIBURTINA, 1352",Municipio IV (ex Mun V),Affittacamere,3,2,1,,,"",10
2079,IMPERIA INN,2,"VIA DEL VIMINALE, 66",Municipio I (ex Mun I),Affittacamere,,3,2,,,"",12
2080,IMPERIA SUITES,2,"VIA IMPERIA, 11",Municipio II (ex Mun III),Affittacamere,,4,2,,,"",14
2081,IMPERIAL ROME,3,"VIA DI S. GIOVANNI IN LATERANO, 10",Municipio I (ex Mun I),Affittacamere,1,2,,,,"",5
2082,IMPERIAL ROOMS,3,"VIA DI S. GIOVANNI IN LATERANO, 10",Municipio I (ex Mun I),Affittacamere,2,,3,,,"",11
2083,IMPERIAL SUITE,2,"CORSO D'ITALIA, 92",Municipio II (ex Mun II),Affittacamere,,6,,,,"",12
2084,IMPERIUM SUITE,2,"VICOLO DELLA PALOMBA, 19",Municipio I (ex Mun I),Affittacamere,1,5,,,,"",11
2085,IMPERIUM SUITE II,2,"VICOLO DELLA PALOMBA, 4",Municipio I (ex Mun I),Affittacamere,,3,,,,"",6
2086,IN ROMA LIFE,3,"VIA PALLANTE, 27",Municipio VII (ex Mun IX),Affittacamere,,3,1,,,"",9
2087,IN ROME,2,"VIALE CASTRO PRETORIO, 25",Municipio I (ex Mun I),Affittacamere,1,4,,,,"",9
2088,IN TOWN LUXURY HOUSE,1,"VIA BOCCA DI LEONE, 7",Municipio I (ex Mun I),Affittacamere,,6,,,,"",12
2089,INCANTO ROMANO,3,"VIA CARLO CATTANEO, 10",Municipio I (ex Mun I),Affittacamere,1,3,,,,"",7
2090,INDEPENDENCE SQUARE,3,"VIA CASTELFIDARDO, 78",Municipio I (ex Mun I),Affittacamere,1,4,,,,"",9
2091,INDEPENDENT SUITE,3,"VIA VOLTURNO, 40",Municipio I (ex Mun I),Affittacamere,,3,2,1,,"",16
2092,INDIPENDENZA HOUSE,3,"VIA CASTELFIDARDO, 55",Municipio I (ex Mun I),Affittacamere,,3,,1,,"",10
2093,INES DOWNTOWN,3,"VIA ENRICO CIALDINI, 13",Municipio I (ex Mun I),Affittacamere,,1,2,,,"",8
2094,INN BEAUTY,3,"VIA NAPOLEONE III, 35",Municipio I (ex Mun I),Affittacamere,,2,2,1,,"",20
2095,INN CENTER,3,"VIA GIOVANNI GIOLITTI, 101",Municipio I (ex Mun I),Affittacamere,1,2,,,,"",5
2096,INN CENTRAL,3,"PIAZZA VITTORIO EMANUELE II, 55",Municipio I (ex Mun I),Affittacamere,,1,4,1,,"",18
2097,INN ROME ROOMS,2,"CORSO VITTORIO EMANUELE II, 251",Municipio I (ex Mun I),Affittacamere,,4,,,,"",8
2098,INN ROME ROOMS & SUITES,2,"CORSO VITTORIO EMANUELE II, 251",Municipio I (ex Mun I),Affittacamere,,3,2,,,"",12
2099,INN SPAGNA DE LUXE,2,"VIA DI S. SEBASTIANELLO, 8",Municipio I (ex Mun I),Affittacamere,,3,2,,,"",12
2100,INN URBE COLOSSEO,2,"VIA GIOVANNI LANZA, 178",Municipio I (ex Mun I),Affittacamere,,4,,,,"",8
2101,INN URBE VATICANO,2,"VIA ORAZIO, 3",Municipio I (ex Mun XVII),Affittacamere,,4,1,1,,"",15
2102,INNPIAZZAGALENO1,3,"PIAZZA GALENO, 1",Municipio II (ex Mun III),Affittacamere,,1,2,,,"",8
2103,INNVATICAN,3,"VIA RUGGERO FIORE, 3",Municipio I (ex Mun XVII),Affittacamere,1,2,2,,,"",11
2104,INTERNATIONAL HOUSE,3,"VIA GABRIELLO CHIABRERA, 66",Municipio VIII (ex Mun XI),Affittacamere,2,4,,,,"",10
2105,INTERNAZIONALE DOMUS,3,"PIAZZA DI SPAGNA, 20",Municipio I (ex Mun I),Affittacamere,,1,3,,,"",11
2106,INTERNO UNO,3,"VIA CAMPALDINO, 6",Municipio II (ex Mun III),Affittacamere,1,4,,,,"",9
2107,INTERNO 2,3,"VIA VENTI SETTEMBRE, 58/A",Municipio I (ex Mun I),Affittacamere,1,4,1,,,"",12
